id,priority,page,slot,ref_file,ref_line,ref_type,current_path,target_path,width,height,formats,prompt,status,gen_size,updated_at,notes
p0-hero-distinguished-rd-scholar,P0,distinguished-rd-scholar.html,hero,distinguished-rd-scholar.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/distinguished-rd-scholar.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. Distinguished R&D Scholar: The highest professional recognition for decades of cross-sector national impact.",pending,,,
p0-hero-principal-rd-scholar,P0,principal-rd-scholar.html,hero,principal-rd-scholar.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/principal-rd-scholar.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. Principal R&D Scholar: Leadership of nationally important R&D programs.",pending,,,
p0-hero-resident-rd-scholar,P0,resident-rd-scholar.html,hero,resident-rd-scholar.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/resident-rd-scholar.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. Resident R&D Scholar: Structured professional preparation in research service.",pending,,,
p0-hero-scholars,P0,scholars.html,hero,scholars.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/scholars.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. R&D Scholars Program: One scholarly standard across five levels of responsibility.",pending,,,
p0-hero-scholars-network,P0,scholars-network.html,hero,scholars-network.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/scholars-network.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. Scholars Network: A lifelong research community for public-interest scholars.",pending,,,
p0-hero-scholar-standards,P0,scholar-standards.html,hero,scholar-standards.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/scholar-standards.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. R&D Scholar Standards: Shared governance and standing within the scholar community.",pending,,,
p0-hero-trusted-rd-scholar,P0,trusted-rd-scholar.html,hero,trusted-rd-scholar.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/trusted-rd-scholar.avif,1920,1080,avif,done, natural light through tall windows, navy leather chairs, gold-accented shelving, and a quiet atmosphere of scholarly purpose. Trusted R&D Scholar: Eligibility joined to continuing trust in service.",pending,,,
p0-hero-fellowships,P0,fellowships.html,hero,fellowships.html,1,inline-style,/assets/photos/pages/fellowships.avif,/assets/photos/pages/fellowships.avif,1920,1080,avif,done, navy shadows, warm golden-hour light reflecting on stone, and an atmosphere of dignified public purpose. Fellowships: public-interest appointments across humanity-scale missions.",pending,,,
p0-support-fellowships,P0,fellowships.html,support,fellowships.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/fellowships-01.avif,1920,960,avif,done, gold-framed institutional portraits on navy walls, warm brass lamp light, and an atmosphere of collegial governance. Fellowships: public-interest appointments.",pending,,,
p0-support-fellows,P0,fellows.html,support,fellows.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/fellows-01.avif,1200,1500,avif,done, a navy wingback armchair, warm gold desk lamp casting a soft glow, and quiet preparation for service. Fellows: people prepared to serve beyond self.",pending,,,
p0-support-mission,P0,mission.html,support,mission.html,1,inline-style,/assets/photos/editorial/mission-01.avif,/assets/photos/editorial/mission-01.avif,1600,1200,avif,done, gold-accented globe, mahogany table, afternoon natural light, and an atmosphere of global public purpose. Mission: service is the distinction.",pending,,,
p0-support-host-institutions,P0,host-institutions.html,support,host-institutions.html,1,inline-style,/assets/photos/editorial/host-institutions-01.avif,/assets/photos/editorial/host-institutions-01.avif,1920,960,avif,done, gold geometric detailing, large windows with afternoon light, an institutional setting for meaningful contribution. Host Institutions: create the setting.",pending,,,
p0-support-index,P0,index.html,support,index.html,1,inline-style,/assets/photos/editorial/index-01.avif,/assets/photos/editorial/index-01.avif,1920,960,avif,done, warm gold light falling across marble floors, a grand staircase, and an atmosphere of national purpose and permanence. Home: for service beyond self.",pending,,,
p0-support-journal,P0,journal.html,support,journal.html,1,inline-style,/assets/photos/editorial/journal-01.avif,/assets/photos/editorial/journal-01.avif,1920,1080,avif,done, stacked research volumes, fountain pen and inkwell, warm gold desk lamp, window overlooking a civic courtyard. Journal: the work, ideas, and service of the Society.",pending,,,
p1-support-code-of-service,P1,code-of-service.html,support,code-of-service.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/code-of-service-01.avif,1920,960,avif,done, not ego. Quiet atmosphere of dignified purpose and public-spirited fellowship. Navy and gold institutional character.",pending,,,
p1-support-distinguished-rd-scholar,P1,distinguished-rd-scholar.html,support,distinguished-rd-scholar.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/distinguished-rd-scholar-01.avif,1920,960,avif,done,pending,,,
p1-support-fellowship-oath,P1,fellowship-oath.html,support,fellowship-oath.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/fellowship-oath-01.avif,1920,960,avif,done,pending,,,
p1-support-fellowship-programs,P1,fellowship-programs.html,support,fellowship-programs.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/fellowship-programs-01.avif,1920,960,avif,done, one standard of service. Quiet atmosphere of dignified purpose and public-spirited fellowship. Navy and gold institutional character.",pending,,,
p1-support-principal-rd-scholar,P1,principal-rd-scholar.html,support,principal-rd-scholar.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/principal-rd-scholar-01.avif,1920,960,avif,done,pending,,,
p1-support-resident-rd-scholar,P1,resident-rd-scholar.html,support,resident-rd-scholar.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/resident-rd-scholar-01.avif,1920,960,avif,done,pending,,,
p1-support-scholar-standards,P1,scholar-standards.html,support,scholar-standards.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/scholar-standards-01.avif,1920,960,avif,done,pending,,,
p1-support-scholars-network,P1,scholars-network.html,support,scholars-network.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/scholars-network-01.avif,1920,960,avif,done,pending,,,
p1-support-scholars,P1,scholars.html,support,scholars.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/scholars-01.avif,1920,960,avif,done,pending,,,
p1-support-trusted-rd-scholar,P1,trusted-rd-scholar.html,support,trusted-rd-scholar.html,1,inline-style,/assets/photos/editorial/fellowships-01.avif,/assets/photos/editorial/trusted-rd-scholar-01.avif,1920,960,avif,done,pending,,,
p1-support-doorways,P1,doorways.html,support,doorways.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/doorways-01.avif,1200,1500,avif,done,pending,,,
p1-support-eligibility,P1,eligibility.html,support,eligibility.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/eligibility-01.avif,1200,1500,avif,done,pending,,,
p1-support-journey,P1,journey.html,support,journey.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/journey-01.avif,1200,1500,avif,done,pending,,,
p1-support-nominate-a-fellow,P1,nominate-a-fellow.html,support,nominate-a-fellow.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/nominate-a-fellow-01.avif,1200,1500,avif,done,pending,,,
p1-support-selection-criteria,P1,selection-criteria.html,support,selection-criteria.html,1,inline-style,/assets/photos/editorial/fellows-01.avif,/assets/photos/editorial/selection-criteria-01.avif,1200,1500,avif,done,pending,,,
p1-support-our-mission,P1,our-mission.html,support,our-mission.html,1,inline-style,/assets/photos/editorial/mission-01.avif,/assets/photos/editorial/our-mission-01.avif,1600,1200,avif,done,pending,,,
p1-support-us-fellows-standard,P1,us-fellows-standard.html,support,us-fellows-standard.html,1,inline-style,/assets/photos/editorial/mission-01.avif,/assets/photos/editorial/us-fellows-standard-01.avif,1600,1200,avif,done,pending,,,
p1-support-vision,P1,vision.html,support,vision.html,1,inline-style,/assets/photos/editorial/mission-01.avif,/assets/photos/editorial/vision-01.avif,1600,1200,avif,done,pending,,,
p1-support-why-us-fellows,P1,why-us-fellows.html,support,why-us-fellows.html,1,inline-style,/assets/photos/editorial/mission-01.avif,/assets/photos/editorial/why-us-fellows-01.avif,1600,1200,avif,done,pending,,,
p1-support-appointment-model,P1,appointment-model.html,support,appointment-model.html,1,inline-style,/assets/photos/editorial/host-institutions-01.avif,/assets/photos/editorial/appointment-model-01.avif,1920,960,avif,done, welcoming public-purpose setting with navy institutional character.",pending,,,
p1-support-partners,P1,partners.html,support,partners.html,1,inline-style,/assets/photos/editorial/host-institutions-01.avif,/assets/photos/editorial/partners-01.avif,1920,960,avif,done, welcoming public-purpose setting with navy institutional character.",pending,,,
p1-support-who-can-host,P1,who-can-host.html,support,who-can-host.html,1,inline-style,/assets/photos/editorial/host-institutions-01.avif,/assets/photos/editorial/who-can-host-01.avif,1920,960,avif,done, welcoming public-purpose setting with navy institutional character.",pending,,,
p1-support-apply,P1,apply.html,support,apply.html,1,inline-style,/assets/photos/editorial/index-01.avif,/assets/photos/editorial/apply-01.avif,1920,960,avif,done,pending,,,
p1-support-privacy-policy,P1,privacy-policy.html,support,privacy-policy.html,1,inline-style,/assets/photos/editorial/index-01.avif,/assets/photos/editorial/privacy-policy-01.avif,1920,960,avif,done,pending,,,
p1-support-terms-of-service,P1,terms-of-service.html,support,terms-of-service.html,1,inline-style,/assets/photos/editorial/index-01.avif,/assets/photos/editorial/terms-of-service-01.avif,1920,960,avif,done,pending,,,
p1-support-essays-research-notes,P1,essays-research-notes.html,support,essays-research-notes.html,1,inline-style,/assets/photos/editorial/journal-01.avif,/assets/photos/editorial/essays-research-notes-01.avif,1920,1080,avif,done, warm lamplight, navy shadows, thoughtful atmosphere.",pending,,,
p2-support-become-a-fellow,P2,become-a-fellow.html,support,become-a-fellow.html,1,inline-style,/assets/photos/editorial/become-a-fellow-01.avif,/assets/photos/editorial/become-a-fellow-01.avif,1200,1500,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-become-a-host,P2,become-a-host.html,support,become-a-host.html,1,inline-style,/assets/photos/editorial/become-a-host-01.avif,/assets/photos/editorial/become-a-host-01.avif,1200,1500,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-career-advancement,P2,career-advancement.html,support,career-advancement.html,1,inline-style,/assets/photos/editorial/career-advancement-01.avif,/assets/photos/editorial/career-advancement-01.avif,1600,1200,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-civic-life-public-trust,P2,civic-life-public-trust.html,support,civic-life-public-trust.html,1,inline-style,/assets/photos/editorial/civic-life-public-trust-01.avif,/assets/photos/editorial/civic-life-public-trust-01.avif,1400,1400,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-cohorts-chapters,P2,cohorts-chapters.html,support,cohorts-chapters.html,1,inline-style,/assets/photos/editorial/cohorts-chapters-01.avif,/assets/photos/editorial/cohorts-chapters-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-convenings-honors,P2,convenings-honors.html,support,convenings-honors.html,1,inline-style,/assets/photos/editorial/convenings-honors-01.avif,/assets/photos/editorial/convenings-honors-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-fellow-benefits,P2,fellow-benefits.html,support,fellow-benefits.html,1,inline-style,/assets/photos/editorial/fellow-benefits-01.avif,/assets/photos/editorial/fellow-benefits-01.avif,1200,1500,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-fellow-stories,P2,fellow-stories.html,support,fellow-stories.html,1,inline-style,/assets/photos/editorial/fellow-stories-01.avif,/assets/photos/editorial/fellow-stories-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-fellowship-society,P2,fellowship-society.html,support,fellowship-society.html,1,inline-style,/assets/photos/editorial/fellowship-society-01.avif,/assets/photos/editorial/fellowship-society-01.avif,1600,1200,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-field-reports,P2,field-reports.html,support,field-reports.html,1,inline-style,/assets/photos/editorial/field-reports-01.avif,/assets/photos/editorial/field-reports-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-governance-stewardship,P2,governance-stewardship.html,support,governance-stewardship.html,1,inline-style,/assets/photos/editorial/governance-stewardship-01.avif,/assets/photos/editorial/governance-stewardship-01.avif,1400,1400,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-host-standards,P2,host-standards.html,support,host-standards.html,1,inline-style,/assets/photos/editorial/host-standards-01.avif,/assets/photos/editorial/host-standards-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-humanity-dignity,P2,humanity-dignity.html,support,humanity-dignity.html,1,inline-style,/assets/photos/editorial/humanity-dignity-01.avif,/assets/photos/editorial/humanity-dignity-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-impact-reports,P2,impact-reports.html,support,impact-reports.html,1,inline-style,/assets/photos/editorial/impact-reports-01.avif,/assets/photos/editorial/impact-reports-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-institutional-briefings,P2,institutional-briefings.html,support,institutional-briefings.html,1,inline-style,/assets/photos/editorial/institutional-briefings-01.avif,/assets/photos/editorial/institutional-briefings-01.avif,1600,1200,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-international-graduate-fellows,P2,international-graduate-fellows.html,support,international-graduate-fellows.html,1,inline-style,/assets/photos/editorial/international-graduate-fellows-01.avif,/assets/photos/editorial/international-graduate-fellows-01.avif,1600,1200,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-international-rd-scholars,P2,international-rd-scholars.html,support,international-rd-scholars.html,1,inline-style,/assets/photos/editorial/international-rd-scholars-01.avif,/assets/photos/editorial/international-rd-scholars-01.avif,1600,1200,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-mission-fellowships,P2,mission-fellowships.html,support,mission-fellowships.html,1,inline-style,/assets/photos/editorial/mission-fellowships-01.avif,/assets/photos/editorial/mission-fellowships-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-missions,P2,missions.html,support,missions.html,1,inline-style,/assets/photos/editorial/missions-01.avif,/assets/photos/editorial/missions-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-national-capacity-fellows,P2,national-capacity-fellows.html,support,national-capacity-fellows.html,1,inline-style,/assets/photos/editorial/national-capacity-fellows-01.avif,/assets/photos/editorial/national-capacity-fellows-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-national-capacity-resilience,P2,national-capacity-resilience.html,support,national-capacity-resilience.html,1,inline-style,/assets/photos/editorial/national-capacity-resilience-01.avif,/assets/photos/editorial/national-capacity-resilience-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-pathways,P2,pathways.html,support,pathways.html,1,inline-style,/assets/photos/editorial/pathways-01.avif,/assets/photos/editorial/pathways-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-planetary-stewardship,P2,planetary-stewardship.html,support,planetary-stewardship.html,1,inline-style,/assets/photos/editorial/planetary-stewardship-01.avif,/assets/photos/editorial/planetary-stewardship-01.avif,1920,1080,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-research-scientist-network,P2,research-scientist-network.html,support,research-scientist-network.html,1,inline-style,/assets/photos/editorial/research-scientist-network-01.avif,/assets/photos/editorial/research-scientist-network-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-science-discovery,P2,science-discovery.html,support,science-discovery.html,1,inline-style,/assets/photos/editorial/science-discovery-01.avif,/assets/photos/editorial/science-discovery-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-society,P2,society.html,support,society.html,1,inline-style,/assets/photos/editorial/society-01.avif,/assets/photos/editorial/society-01.avif,1400,1400,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-submit-opportunity,P2,submit-opportunity.html,support,submit-opportunity.html,1,inline-style,/assets/photos/editorial/submit-opportunity-01.avif,/assets/photos/editorial/submit-opportunity-01.avif,1200,1500,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p2-support-vision,P2,vision.html,support,vision.html,1,inline-style,/assets/photos/editorial/vision-01.avif,/assets/photos/editorial/vision-01.avif,1920,960,avif,done, civic purpose, and dignified atmosphere.",pending,,,
p3-og-image-index,P3,index.html,og-image,index.html,1,meta-og,https://usfellows.org/assets/img_hero_campus.jpg,/assets/photos/home-hero-og.jpg,1800,981,avif,done, permanence, and national public service. Social sharing card for US Fellows.",pending,,,
p3-css-default-site,P3,site.html,css-default,assets/css/site.css,1,css-root-var,/assets/img_hero_campus.jpg,/assets/photos/pages/index.avif,1920,1080,avif,done, a warm gold chandelier, natural light filtering from a glass ceiling, and a quiet atmosphere of national purpose. CSS fallback default for the US Fellows site.",pending,,,
